user_id,age,gender,activity_level,goal,bmi,fitness_experience,has_gym_membership
9630,23,male,low,stay_fit,23.4,intermediate,False
9631,27,male,low,stay_fit,21.1,beginner,True
9632,36,female,medium,gain_muscle,20.5,intermediate,True
9633,24,male,high,gain_muscle,22.4,beginner,False
9634,17,female,low,stay_fit,23.4,beginner,False
9635,48,male,medium,gain_muscle,22.1,intermediate,False
9636,24,male,medium,lose_weight,25.6,beginner,False
9637,29,female,medium,gain_muscle,26.0,advanced,False
9638,28,male,medium,gain_muscle,21.9,beginner,False
9639,41,male,medium,gain_muscle,23.5,intermediate,True
9640,21,male,low,lose_weight,22.6,intermediate,False
9641,28,male,medium,stay_fit,21.0,beginner,False
9642,42,male,low,stay_fit,24.5,intermediate,False
9643,37,male,low,lose_weight,18.4,beginner,False
9644,28,male,medium,gain_muscle,21.1,intermediate,False
9645,35,male,medium,stay_fit,20.5,beginner,True
9646,19,female,medium,lose_weight,21.3,advanced,True
9647,21,female,medium,lose_weight,20.7,beginner,True
9648,31,male,medium,gain_muscle,19.2,intermediate,False
9649,28,male,medium,stay_fit,23.1,beginner,False
9650,21,male,medium,stay_fit,22.9,beginner,True
9651,17,male,high,lose_weight,24.0,beginner,False
9652,42,male,high,gain_muscle,24.7,advanced,True
9653,16,male,medium,lose_weight,25.2,beginner,False
9654,17,male,low,gain_muscle,21.6,beginner,False
9655,18,male,medium,gain_muscle,24.2,advanced,True
9656,16,male,low,gain_muscle,23.2,beginner,True
9657,27,female,medium,lose_weight,23.7,beginner,False
9658,33,male,low,lose_weight,22.6,intermediate,True
9659,17,male,medium,lose_weight,21.6,beginner,True
9660,18,female,low,stay_fit,23.3,beginner,True
9661,20,male,high,lose_weight,22.6,intermediate,True
9662,18,male,low,lose_weight,24.9,beginner,True
9663,35,male,medium,stay_fit,26.8,beginner,True
9664,25,male,high,lose_weight,21.2,intermediate,True
9665,34,male,low,lose_weight,22.4,advanced,False
9666,28,female,high,lose_weight,31.0,beginner,False
9667,40,male,medium,lose_weight,18.5,intermediate,True
9668,18,male,high,gain_muscle,19.2,intermediate,True
9669,30,female,high,lose_weight,27.2,beginner,False
9670,32,female,low,lose_weight,29.7,beginner,True
9671,29,male,high,stay_fit,28.4,intermediate,False
9672,22,female,low,lose_weight,24.9,beginner,False
9673,17,male,low,gain_muscle,22.7,beginner,True
9674,25,male,low,stay_fit,23.2,intermediate,False
9675,20,male,low,stay_fit,25.2,beginner,False
9676,18,male,medium,gain_muscle,26.8,beginner,False
9677,21,female,medium,stay_fit,25.6,beginner,False
9678,33,male,medium,stay_fit,18.0,beginner,False
9679,23,male,medium,gain_muscle,20.5,intermediate,False
9680,20,male,high,gain_muscle,24.8,intermediate,False
9681,20,male,low,lose_weight,19.8,beginner,False
9682,31,male,low,gain_muscle,18.3,beginner,False
9683,25,male,medium,gain_muscle,26.6,intermediate,False
9684,22,female,high,lose_weight,24.8,intermediate,True
9685,34,male,medium,stay_fit,28.6,intermediate,False
9686,18,male,medium,lose_weight,26.9,intermediate,True
9687,31,male,low,stay_fit,22.1,advanced,False
9688,44,male,low,lose_weight,24.7,intermediate,False
9689,30,male,medium,lose_weight,21.6,beginner,False
9690,39,female,medium,stay_fit,19.2,beginner,False
9691,19,female,medium,lose_weight,27.6,beginner,True
9692,27,male,medium,stay_fit,23.4,intermediate,False
9693,21,male,medium,stay_fit,28.0,intermediate,False
9694,23,female,medium,lose_weight,24.3,beginner,False
9695,29,male,low,lose_weight,24.8,intermediate,True
9696,19,male,medium,lose_weight,25.7,intermediate,False
9697,34,male,low,stay_fit,23.4,intermediate,True
9698,22,female,low,stay_fit,23.3,intermediate,False
9699,25,male,medium,lose_weight,24.7,intermediate,True
9700,28,female,medium,lose_weight,27.7,beginner,False
9701,27,female,medium,lose_weight,25.5,beginner,True
9702,35,male,low,lose_weight,24.1,beginner,True
9703,19,female,high,stay_fit,22.8,beginner,True
9704,27,female,low,lose_weight,23.6,beginner,False
9705,25,male,high,lose_weight,21.4,beginner,False
9706,22,male,medium,stay_fit,21.1,beginner,True
9707,24,male,low,gain_muscle,23.3,advanced,False
9708,40,male,low,gain_muscle,24.0,advanced,False
9709,53,male,low,gain_muscle,26.2,intermediate,False
9710,22,male,medium,stay_fit,20.6,beginner,False
9711,25,male,high,gain_muscle,24.0,intermediate,True
9712,18,female,medium,gain_muscle,25.3,intermediate,False
9713,29,male,medium,lose_weight,21.1,beginner,True
9714,40,male,high,stay_fit,22.6,beginner,False
9715,48,male,medium,lose_weight,26.3,beginner,False
9716,24,male,medium,gain_muscle,23.8,intermediate,True
9717,44,male,high,gain_muscle,17.9,intermediate,False
9718,16,male,low,gain_muscle,26.3,beginner,False
9719,35,male,medium,gain_muscle,24.3,intermediate,True
9720,25,female,medium,gain_muscle,19.2,intermediate,True
9721,53,female,low,stay_fit,21.4,beginner,True
9722,21,male,medium,lose_weight,23.6,intermediate,False
9723,17,female,low,gain_muscle,24.9,intermediate,True
9724,30,female,low,gain_muscle,27.1,intermediate,False
9725,24,male,low,gain_muscle,21.3,beginner,False
9726,27,female,high,stay_fit,22.6,advanced,True
9727,18,female,high,gain_muscle,26.7,advanced,True
9728,35,male,low,gain_muscle,27.1,intermediate,False
9729,20,male,low,stay_fit,23.0,intermediate,True
9730,20,male,medium,gain_muscle,22.4,intermediate,False
9731,21,male,medium,gain_muscle,25.5,beginner,True
9732,19,female,high,gain_muscle,17.8,intermediate,False
9733,23,male,high,lose_weight,24.0,beginner,False
9734,18,female,medium,stay_fit,23.9,advanced,False
9735,18,female,medium,lose_weight,22.6,beginner,False
9736,26,male,low,stay_fit,25.4,beginner,False
9737,23,female,low,stay_fit,27.3,beginner,False
9738,18,male,medium,lose_weight,21.1,advanced,False
9739,20,male,medium,lose_weight,21.8,intermediate,True
9740,29,male,high,lose_weight,26.0,advanced,False
9741,29,male,medium,stay_fit,19.6,advanced,False
9742,19,male,low,lose_weight,22.4,beginner,False
9743,18,female,medium,gain_muscle,30.5,intermediate,True
9744,23,female,high,lose_weight,24.6,beginner,False
9745,20,male,medium,stay_fit,23.1,beginner,False
9746,20,female,low,gain_muscle,18.8,beginner,False
9747,33,female,high,gain_muscle,16.8,intermediate,False
9748,22,male,medium,lose_weight,27.2,intermediate,False
9749,20,male,medium,lose_weight,20.5,beginner,False
9750,19,female,medium,lose_weight,24.1,intermediate,False
9751,33,male,medium,gain_muscle,27.8,beginner,True
9752,16,male,medium,stay_fit,22.5,advanced,False
9753,21,male,medium,lose_weight,22.6,beginner,True
9754,34,female,medium,gain_muscle,26.1,intermediate,False
9755,54,male,low,lose_weight,28.1,intermediate,False
9756,16,male,low,gain_muscle,26.5,intermediate,False
9757,25,male,high,gain_muscle,28.4,intermediate,False
9758,35,female,medium,gain_muscle,17.1,advanced,False
9759,25,male,medium,gain_muscle,25.3,advanced,False
9760,39,male,low,stay_fit,27.9,beginner,False
9761,32,female,low,lose_weight,25.4,beginner,True
9762,30,male,medium,stay_fit,23.6,intermediate,True
9763,16,female,low,gain_muscle,20.3,beginner,False
9764,23,female,medium,lose_weight,21.8,advanced,True
9765,18,female,high,lose_weight,28.5,beginner,True
9766,35,male,low,stay_fit,23.9,beginner,False
9767,33,male,high,gain_muscle,22.1,beginner,False
9768,18,female,medium,stay_fit,19.3,advanced,False
9769,17,female,low,lose_weight,25.4,intermediate,True
9770,27,male,medium,lose_weight,21.6,beginner,True
9771,24,female,low,stay_fit,23.9,advanced,True
9772,41,male,medium,stay_fit,29.2,beginner,True
9773,25,male,low,stay_fit,26.4,beginner,False
9774,20,male,medium,stay_fit,27.9,beginner,False
9775,16,female,medium,gain_muscle,24.4,beginner,False
9776,38,male,low,gain_muscle,26.1,beginner,False
9777,45,male,low,gain_muscle,28.0,intermediate,True
9778,22,female,medium,stay_fit,21.5,intermediate,True
9779,25,male,medium,stay_fit,23.9,intermediate,False
9780,25,male,high,gain_muscle,21.9,beginner,False
9781,25,male,low,lose_weight,22.2,advanced,True
9782,35,male,medium,stay_fit,23.6,intermediate,True
9783,46,female,medium,gain_muscle,21.1,advanced,False
9784,22,female,low,stay_fit,22.9,intermediate,False
9785,24,male,medium,stay_fit,26.1,intermediate,False
9786,18,female,low,lose_weight,23.7,advanced,True
9787,45,male,medium,gain_muscle,21.7,beginner,False
9788,18,male,medium,stay_fit,26.4,intermediate,False
9789,52,male,low,lose_weight,21.3,intermediate,True
9790,31,male,medium,stay_fit,20.7,beginner,True
9791,18,male,medium,gain_muscle,27.6,intermediate,False
9792,25,male,medium,lose_weight,26.5,beginner,True
9793,22,male,low,lose_weight,23.0,intermediate,True
9794,24,male,low,lose_weight,29.7,beginner,True
9795,22,male,medium,lose_weight,22.3,intermediate,False
9796,33,male,low,stay_fit,26.0,intermediate,False
9797,49,female,medium,stay_fit,19.3,beginner,False
9798,21,male,medium,lose_weight,21.0,intermediate,False
9799,17,male,high,lose_weight,27.1,beginner,False
9800,17,female,medium,lose_weight,28.3,beginner,True
9801,35,female,medium,stay_fit,23.5,beginner,True
9802,22,male,medium,gain_muscle,30.8,beginner,False
9803,19,male,high,lose_weight,27.9,beginner,True
9804,42,female,low,gain_muscle,21.9,intermediate,True
9805,18,male,low,stay_fit,22.9,beginner,False
9806,40,female,low,stay_fit,19.8,beginner,True
9807,31,female,medium,gain_muscle,22.7,beginner,True
9808,17,male,low,stay_fit,24.7,intermediate,False
9809,30,female,low,stay_fit,24.1,intermediate,False
9810,24,male,medium,lose_weight,24.1,beginner,True
9811,24,male,high,stay_fit,27.0,beginner,False
9812,19,female,high,stay_fit,24.5,intermediate,False
9813,29,male,medium,gain_muscle,26.1,advanced,False
9814,24,female,medium,gain_muscle,25.3,beginner,True
9815,17,female,high,lose_weight,24.9,beginner,True
9816,44,female,high,stay_fit,26.8,beginner,False
9817,22,male,high,gain_muscle,26.4,intermediate,False
9818,21,male,medium,gain_muscle,20.6,intermediate,False
9819,22,male,low,lose_weight,29.5,beginner,True
9820,42,male,low,lose_weight,24.4,intermediate,False
9821,44,male,high,stay_fit,21.1,beginner,True
9822,40,female,low,gain_muscle,23.8,intermediate,True
9823,26,female,low,stay_fit,24.8,beginner,False
9824,21,male,medium,stay_fit,25.8,beginner,True
9825,24,male,low,stay_fit,26.9,intermediate,False
9826,47,female,high,stay_fit,26.3,beginner,True
9827,23,male,low,gain_muscle,29.5,beginner,False
9828,18,male,low,stay_fit,24.3,intermediate,False
9829,32,female,high,lose_weight,23.5,intermediate,False
9830,28,female,medium,gain_muscle,19.6,beginner,False
9831,22,male,high,stay_fit,26.9,beginner,False
9832,16,female,medium,stay_fit,25.8,advanced,True
9833,32,male,medium,gain_muscle,22.3,intermediate,False
9834,37,female,low,gain_muscle,24.7,intermediate,False
9835,22,male,medium,stay_fit,24.0,beginner,True
9836,37,male,low,gain_muscle,24.5,beginner,False
9837,19,female,high,gain_muscle,23.2,beginner,True
9838,21,male,low,stay_fit,24.3,advanced,True
9839,51,female,low,stay_fit,19.4,beginner,False
9840,37,female,high,lose_weight,22.8,beginner,False
9841,17,female,medium,gain_muscle,24.9,beginner,False
9842,54,female,medium,lose_weight,21.9,intermediate,False
9843,24,male,medium,stay_fit,25.2,intermediate,False
9844,18,female,low,lose_weight,30.2,advanced,False
9845,21,male,low,stay_fit,20.5,beginner,False
9846,26,male,high,gain_muscle,18.5,beginner,False
9847,17,female,low,lose_weight,27.6,intermediate,True
9848,26,male,medium,stay_fit,30.3,beginner,False
9849,44,male,medium,lose_weight,25.1,beginner,False
9850,33,male,low,lose_weight,24.0,beginner,False
9851,42,male,medium,gain_muscle,22.1,beginner,False
9852,20,female,medium,lose_weight,25.6,advanced,False
9853,26,male,high,lose_weight,24.0,beginner,True
9854,17,male,low,gain_muscle,26.5,intermediate,True
9855,32,female,low,lose_weight,18.9,intermediate,False
9856,20,male,high,stay_fit,25.0,beginner,True
9857,19,male,medium,lose_weight,21.5,beginner,False
9858,20,male,medium,gain_muscle,26.8,beginner,True
9859,31,male,medium,gain_muscle,20.6,intermediate,True
9860,24,male,medium,stay_fit,25.9,advanced,True
9861,24,female,medium,lose_weight,22.3,beginner,False
9862,18,male,low,stay_fit,22.7,beginner,True
9863,18,female,medium,lose_weight,26.5,beginner,False
9864,24,female,low,stay_fit,21.6,intermediate,True
9865,23,female,high,lose_weight,19.5,intermediate,False
9866,20,male,low,stay_fit,24.2,intermediate,True
9867,38,male,high,stay_fit,22.0,intermediate,True
9868,33,male,medium,lose_weight,19.9,beginner,True
9869,21,female,low,lose_weight,25.1,beginner,True
9870,27,male,medium,gain_muscle,24.9,beginner,False
9871,32,male,low,gain_muscle,24.4,intermediate,True
9872,25,male,low,gain_muscle,25.5,advanced,False
9873,18,male,low,gain_muscle,18.0,beginner,False
9874,24,male,high,stay_fit,21.7,advanced,False
9875,21,male,low,lose_weight,24.8,intermediate,False
9876,19,male,high,lose_weight,27.1,intermediate,False
9877,20,male,low,lose_weight,24.7,intermediate,False
9878,37,male,medium,lose_weight,27.5,intermediate,True
9879,23,female,high,gain_muscle,22.0,beginner,True
9880,37,male,high,gain_muscle,22.2,advanced,False
9881,18,male,low,stay_fit,22.9,intermediate,False
9882,28,male,medium,lose_weight,23.8,beginner,False
9883,29,male,low,gain_muscle,18.7,beginner,False
9884,42,female,medium,lose_weight,23.9,beginner,False
9885,25,male,medium,stay_fit,23.9,intermediate,False
9886,30,female,medium,gain_muscle,22.2,advanced,True
9887,46,female,medium,gain_muscle,21.7,intermediate,False
9888,17,female,low,gain_muscle,24.8,intermediate,False
9889,28,male,low,lose_weight,25.8,beginner,False
9890,17,male,low,lose_weight,24.4,advanced,False
9891,35,female,high,gain_muscle,24.4,intermediate,False
9892,23,male,low,stay_fit,23.9,intermediate,True
9893,26,female,medium,lose_weight,24.0,beginner,True
9894,25,female,medium,gain_muscle,26.0,intermediate,True
9895,16,female,medium,gain_muscle,28.9,beginner,False
9896,18,male,medium,gain_muscle,28.5,advanced,True
9897,18,female,medium,gain_muscle,20.7,beginner,True
9898,31,female,medium,lose_weight,17.7,beginner,False
9899,32,female,medium,gain_muscle,25.6,beginner,False
9900,35,male,high,lose_weight,24.1,beginner,False
9901,22,male,high,gain_muscle,23.8,advanced,False
9902,26,male,medium,lose_weight,25.1,intermediate,False
9903,30,male,low,lose_weight,23.3,intermediate,True
9904,24,male,medium,lose_weight,19.1,beginner,True
9905,37,female,medium,stay_fit,20.6,advanced,False
9906,26,male,medium,lose_weight,20.8,advanced,False
9907,23,female,medium,lose_weight,26.0,advanced,True
9908,22,male,medium,lose_weight,29.7,beginner,False
9909,35,male,medium,lose_weight,22.6,beginner,False
9910,18,male,low,gain_muscle,31.8,advanced,False
9911,22,male,medium,stay_fit,18.3,beginner,True
9912,38,female,low,stay_fit,22.5,beginner,True
9913,28,male,medium,stay_fit,24.5,advanced,True
9914,32,male,low,lose_weight,16.3,beginner,False
9915,46,male,low,lose_weight,28.6,beginner,True
9916,16,female,low,gain_muscle,21.9,beginner,False
9917,25,male,high,stay_fit,24.1,intermediate,False
9918,16,male,medium,lose_weight,25.3,intermediate,False
9919,27,male,medium,gain_muscle,19.2,beginner,True
9920,16,male,medium,gain_muscle,31.3,beginner,True
9921,21,male,medium,lose_weight,24.4,intermediate,True
9922,18,female,medium,gain_muscle,23.0,intermediate,False
9923,18,male,medium,lose_weight,20.7,intermediate,True
9924,20,male,low,gain_muscle,24.6,beginner,True
9925,45,male,low,lose_weight,19.3,beginner,False
9926,34,male,low,lose_weight,24.4,beginner,False
9927,41,male,medium,lose_weight,28.2,advanced,True
9928,37,female,low,stay_fit,27.5,advanced,True
9929,18,female,medium,stay_fit,22.3,beginner,False
9930,19,female,medium,stay_fit,23.2,intermediate,False
9931,23,female,low,lose_weight,25.6,intermediate,True
9932,21,male,high,lose_weight,27.5,beginner,True
9933,17,male,high,lose_weight,28.6,beginner,False
9934,32,male,low,gain_muscle,28.9,beginner,False
9935,27,male,high,lose_weight,21.2,intermediate,False
9936,25,male,medium,lose_weight,26.3,beginner,True
9937,35,male,medium,lose_weight,19.8,advanced,False
9938,36,female,low,gain_muscle,22.6,advanced,False
9939,24,female,low,lose_weight,20.5,intermediate,False
9940,18,female,high,stay_fit,20.5,intermediate,False
9941,23,female,high,stay_fit,24.7,advanced,False
9942,18,male,medium,lose_weight,21.9,intermediate,False
9943,49,male,high,lose_weight,24.9,beginner,False
9944,31,female,medium,lose_weight,20.4,beginner,False
9945,23,male,low,lose_weight,25.5,beginner,True
9946,50,male,medium,lose_weight,22.7,beginner,True
9947,19,male,low,stay_fit,23.1,beginner,False
9948,55,male,medium,stay_fit,20.1,beginner,False
9949,18,male,high,lose_weight,27.1,advanced,False
9950,21,male,medium,gain_muscle,24.4,intermediate,True
9951,55,male,medium,stay_fit,25.6,beginner,False
9952,27,female,medium,gain_muscle,20.2,intermediate,False
9953,21,male,low,stay_fit,26.0,beginner,False
9954,42,male,medium,lose_weight,24.1,intermediate,False
9955,40,male,medium,gain_muscle,22.5,beginner,True
9956,41,male,medium,gain_muscle,28.1,beginner,False
9957,19,female,high,stay_fit,25.2,advanced,True
9958,25,female,low,lose_weight,25.4,intermediate,False
9959,37,female,medium,stay_fit,18.1,beginner,True
9960,23,male,medium,gain_muscle,27.2,intermediate,True
9961,25,male,low,lose_weight,25.3,intermediate,False
9962,23,male,medium,lose_weight,27.7,intermediate,False
9963,16,male,low,lose_weight,22.2,beginner,False
9964,24,male,medium,lose_weight,21.9,beginner,True
9965,45,male,medium,gain_muscle,28.8,intermediate,True
9966,19,male,low,gain_muscle,26.9,intermediate,True
9967,25,female,high,stay_fit,19.7,beginner,True
9968,21,male,medium,stay_fit,24.0,beginner,False
9969,34,female,low,stay_fit,27.1,beginner,True
9970,37,male,medium,lose_weight,24.5,advanced,False
9971,38,male,high,lose_weight,22.4,advanced,False
9972,25,female,low,gain_muscle,22.0,advanced,True
9973,22,female,medium,lose_weight,24.2,beginner,False
9974,27,male,medium,lose_weight,27.1,beginner,False
9975,37,male,medium,gain_muscle,21.0,advanced,True
9976,29,male,low,stay_fit,17.6,beginner,False
9977,16,male,medium,stay_fit,22.8,advanced,True
9978,26,female,high,stay_fit,25.4,beginner,False
9979,18,female,high,gain_muscle,26.0,intermediate,True
9980,34,male,low,stay_fit,21.0,beginner,True
9981,22,male,medium,lose_weight,24.8,advanced,False
9982,20,male,low,stay_fit,22.1,beginner,False
9983,45,male,medium,lose_weight,26.2,advanced,False
9984,21,female,low,stay_fit,23.6,beginner,True
9985,30,female,low,lose_weight,26.5,beginner,True
9986,38,male,medium,stay_fit,24.2,beginner,False
9987,25,male,low,gain_muscle,25.5,beginner,False
9988,25,male,medium,lose_weight,22.7,intermediate,False
9989,54,male,high,lose_weight,21.9,beginner,True
9990,20,female,high,stay_fit,23.1,intermediate,False
9991,25,male,low,lose_weight,25.8,intermediate,False
9992,23,male,medium,gain_muscle,31.6,beginner,False
9993,21,male,medium,lose_weight,27.8,intermediate,True
9994,17,female,medium,gain_muscle,28.6,intermediate,False
9995,26,male,high,lose_weight,23.7,advanced,False
9996,32,female,medium,gain_muscle,22.4,intermediate,False
9997,25,female,medium,stay_fit,17.4,intermediate,False
9998,18,female,low,stay_fit,22.2,beginner,True
9999,19,male,medium,lose_weight,19.9,advanced,True
10000,23,male,medium,lose_weight,26.3,intermediate,False
10001,32,male,low,lose_weight,23.4,beginner,False
10002,32,male,low,stay_fit,20.0,beginner,False
10003,33,male,low,lose_weight,25.6,intermediate,False
10004,25,male,low,lose_weight,25.0,intermediate,False
10005,41,male,low,lose_weight,20.6,intermediate,True
10006,20,female,low,stay_fit,28.5,beginner,False
10007,41,male,low,stay_fit,21.7,beginner,True
10008,30,male,medium,stay_fit,25.8,intermediate,True
10009,24,female,medium,stay_fit,23.6,intermediate,True
10010,35,female,medium,gain_muscle,28.9,intermediate,False
10011,32,female,high,gain_muscle,26.8,intermediate,True
10012,26,female,medium,stay_fit,20.7,beginner,True
10013,32,female,medium,lose_weight,29.5,beginner,False
10014,22,male,high,lose_weight,20.2,beginner,True
10015,20,male,low,gain_muscle,20.8,beginner,False
10016,17,male,medium,lose_weight,28.9,advanced,False
10017,22,male,medium,gain_muscle,23.9,advanced,False
10018,21,male,medium,stay_fit,24.9,intermediate,True
10019,18,male,low,gain_muscle,25.3,intermediate,False
10020,24,male,high,stay_fit,20.8,advanced,True
10021,37,male,low,gain_muscle,29.6,beginner,False
10022,38,male,high,lose_weight,30.6,beginner,False
10023,17,female,medium,lose_weight,18.4,advanced,True
10024,33,male,medium,lose_weight,22.7,beginner,True
10025,43,female,low,lose_weight,26.0,advanced,True
10026,16,male,medium,lose_weight,23.7,intermediate,True
10027,32,female,low,lose_weight,22.4,advanced,False
10028,55,female,low,lose_weight,25.7,beginner,False
10029,30,female,high,lose_weight,26.0,advanced,False
10030,19,female,medium,gain_muscle,29.1,beginner,False
10031,24,male,medium,stay_fit,18.8,beginner,False
10032,16,female,high,lose_weight,21.0,intermediate,True
10033,30,female,low,stay_fit,21.7,advanced,False
10034,46,female,medium,lose_weight,31.2,intermediate,False
10035,31,female,medium,stay_fit,28.5,intermediate,False
10036,25,male,medium,lose_weight,24.8,advanced,True
10037,20,female,high,stay_fit,23.7,beginner,True
10038,23,male,high,lose_weight,25.3,beginner,True
10039,16,male,medium,stay_fit,27.5,advanced,False
10040,24,male,medium,stay_fit,23.2,intermediate,True
10041,18,female,medium,lose_weight,24.8,beginner,True
10042,29,male,medium,gain_muscle,23.0,beginner,True
10043,29,male,medium,lose_weight,19.8,advanced,True
10044,23,male,low,lose_weight,18.6,beginner,False
10045,35,female,low,lose_weight,21.9,beginner,True
10046,37,male,high,gain_muscle,22.9,intermediate,False
10047,24,male,low,lose_weight,25.3,intermediate,False
10048,18,male,medium,gain_muscle,24.8,intermediate,False
10049,34,female,high,gain_muscle,19.8,beginner,False
10050,25,female,medium,lose_weight,24.0,intermediate,True
10051,37,female,medium,lose_weight,22.4,beginner,True
10052,20,male,low,gain_muscle,23.3,intermediate,True
10053,27,female,high,lose_weight,24.2,beginner,False
10054,18,male,low,lose_weight,27.8,intermediate,False
10055,30,male,medium,gain_muscle,22.6,intermediate,False
10056,32,male,medium,lose_weight,29.0,advanced,True
10057,48,male,medium,lose_weight,20.1,intermediate,False
10058,38,female,low,stay_fit,21.4,beginner,False
10059,19,male,medium,stay_fit,23.7,intermediate,False
10060,26,male,low,stay_fit,20.5,intermediate,True
10061,51,male,medium,lose_weight,20.0,beginner,True
10062,19,male,medium,lose_weight,24.2,intermediate,False
10063,19,male,low,stay_fit,20.0,intermediate,False
10064,22,male,medium,stay_fit,21.1,beginner,True
10065,41,male,high,lose_weight,23.8,intermediate,False
10066,23,female,high,stay_fit,29.1,intermediate,True
10067,34,female,medium,stay_fit,23.4,beginner,False
10068,24,female,medium,stay_fit,24.4,beginner,True
10069,30,male,medium,lose_weight,20.6,beginner,False
10070,20,female,high,lose_weight,20.9,beginner,True
10071,26,female,high,gain_muscle,17.1,advanced,True
10072,17,female,medium,gain_muscle,21.0,intermediate,False
10073,30,male,high,gain_muscle,26.3,intermediate,False
10074,25,male,high,stay_fit,22.3,beginner,False
10075,19,female,high,stay_fit,24.5,beginner,False
10076,27,male,medium,lose_weight,24.7,intermediate,True
10077,21,male,high,gain_muscle,26.2,advanced,False
10078,21,male,high,gain_muscle,29.0,advanced,False
10079,20,male,low,stay_fit,25.8,beginner,False
10080,38,female,high,gain_muscle,23.3,beginner,True
10081,41,male,medium,gain_muscle,26.4,advanced,False
10082,30,male,medium,lose_weight,24.9,intermediate,False
10083,30,female,medium,gain_muscle,17.3,beginner,True
10084,23,male,medium,lose_weight,20.4,beginner,False
10085,45,male,high,gain_muscle,23.3,beginner,False
10086,48,male,medium,stay_fit,22.2,intermediate,False
10087,32,female,medium,lose_weight,23.6,intermediate,True
10088,22,male,low,gain_muscle,16.7,beginner,False
10089,33,female,medium,stay_fit,26.5,intermediate,False
10090,25,male,medium,lose_weight,23.8,intermediate,True
10091,19,male,medium,lose_weight,27.6,beginner,True
10092,19,male,medium,gain_muscle,24.1,beginner,False
10093,20,male,low,stay_fit,24.6,intermediate,False
10094,32,female,medium,gain_muscle,20.9,beginner,False
10095,31,female,low,gain_muscle,20.4,beginner,False
10096,20,male,medium,lose_weight,24.4,beginner,False
10097,35,male,medium,stay_fit,24.0,advanced,True
10098,49,female,low,lose_weight,19.1,intermediate,False
10099,16,male,high,lose_weight,26.8,advanced,False
10100,19,male,medium,gain_muscle,24.1,beginner,False
10101,33,female,medium,gain_muscle,22.5,intermediate,False
10102,32,male,medium,gain_muscle,21.4,intermediate,False
10103,20,female,medium,gain_muscle,26.3,advanced,True
10104,36,male,medium,stay_fit,21.9,beginner,True
10105,18,female,medium,lose_weight,24.7,intermediate,False
10106,28,male,medium,gain_muscle,23.5,advanced,False
10107,28,male,medium,gain_muscle,22.4,beginner,False
10108,33,male,low,lose_weight,20.1,advanced,False
10109,40,male,high,stay_fit,27.9,beginner,False
10110,41,male,high,lose_weight,21.0,beginner,False
10111,33,male,medium,lose_weight,21.4,intermediate,True
10112,40,male,low,lose_weight,28.0,intermediate,False
10113,38,female,low,lose_weight,23.7,beginner,False
10114,44,male,medium,lose_weight,25.0,intermediate,True
10115,18,male,low,lose_weight,28.5,beginner,True
10116,17,male,medium,gain_muscle,28.5,beginner,True
10117,34,male,high,lose_weight,22.4,intermediate,False
10118,25,male,high,stay_fit,27.5,beginner,True
10119,39,male,low,lose_weight,19.2,intermediate,False
10120,27,female,high,gain_muscle,18.7,advanced,False
10121,54,male,medium,lose_weight,24.1,advanced,False
10122,17,male,low,lose_weight,23.7,intermediate,False
10123,29,female,medium,lose_weight,25.9,intermediate,True
10124,25,female,medium,lose_weight,25.6,beginner,False
10125,19,male,high,gain_muscle,26.1,beginner,True
10126,39,female,low,gain_muscle,28.8,intermediate,False
10127,33,male,low,lose_weight,29.9,beginner,False
10128,21,female,medium,stay_fit,26.6,beginner,True
10129,19,male,high,lose_weight,23.9,beginner,False
10130,25,female,high,lose_weight,23.4,intermediate,True
10131,17,female,low,lose_weight,24.0,advanced,False
10132,18,male,medium,gain_muscle,22.3,beginner,True
10133,19,male,high,stay_fit,26.8,advanced,False
10134,18,male,medium,gain_muscle,27.1,intermediate,False
10135,34,male,high,gain_muscle,22.1,beginner,True
10136,22,male,high,lose_weight,23.5,beginner,False
10137,20,male,low,stay_fit,18.7,advanced,False
10138,19,male,medium,lose_weight,23.7,intermediate,True
10139,49,male,low,stay_fit,24.1,beginner,False
10140,23,male,high,stay_fit,20.7,beginner,True
10141,32,male,medium,stay_fit,22.4,advanced,True
10142,16,male,high,gain_muscle,20.5,advanced,True
10143,31,female,high,gain_muscle,19.3,beginner,True
10144,26,male,low,gain_muscle,28.4,beginner,False
10145,34,male,low,lose_weight,19.3,intermediate,True
10146,26,female,medium,stay_fit,24.3,intermediate,True
10147,24,female,high,gain_muscle,26.9,beginner,False
10148,47,male,high,gain_muscle,28.3,intermediate,True
10149,18,female,high,lose_weight,20.8,beginner,False
10150,42,male,medium,lose_weight,27.8,beginner,False
10151,43,female,low,stay_fit,24.5,intermediate,True
10152,37,male,low,lose_weight,25.7,beginner,False
10153,35,male,low,stay_fit,29.3,intermediate,True
10154,47,male,medium,stay_fit,25.8,beginner,False
10155,41,female,high,stay_fit,21.2,beginner,True
10156,17,male,medium,lose_weight,17.8,beginner,False
10157,32,male,high,stay_fit,25.9,beginner,False
10158,44,male,medium,gain_muscle,25.2,beginner,False
10159,20,female,medium,lose_weight,21.6,beginner,True
10160,35,female,medium,lose_weight,24.6,intermediate,False
10161,18,male,medium,lose_weight,19.9,intermediate,True
10162,20,male,high,lose_weight,25.1,intermediate,True
10163,19,male,medium,lose_weight,20.0,intermediate,False
